train_diff,train_time,thisN,thisTrialN,thisRepN,slider_training.response,slider_training.rt,key_resp_train.keys,key_resp_train.rt,key_resp_train.duration,exp_diff,exp_time,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,prac_trial2.thisRepN,prac_trial2.thisTrialN,prac_trial2.thisN,prac_trial2.thisIndex,training_trials.thisRepN,training_trials.thisTrialN,training_trials.thisN,training_trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,experimental_trials.thisRepN,experimental_trials.thisTrialN,experimental_trials.thisN,experimental_trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,thisRow.t,notes,wait_screen.started,text.started,key_resp_2.started,wait_screen.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instructions.started,intstructs.started,space_to_cont.started,instructions.stopped,space_to_cont.keys,space_to_cont.rt,space_to_cont.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,new_ui.started,text_2.started,text_2.stopped,new_ui.stopped,training_instructions.started,text_3.started,text_3.stopped,training_instructions.stopped,fixation.started,fix.started,fixation.stopped,training_routine_1.started,textbox_3.started,slider_training.started,key_resp_train.started,training_routine_1.stopped,trial.outcome,trials_2.slider_training.response,trials_2.slider_training.rt,trials_2.key_resp_train.keys,trials_2.key_resp_train.rt,trials_2.key_resp_train.duration,feedback.started,textbox_2.started,feedback.stopped,textbox_2.stopped,fix.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
easy2,5,0,0,0,,,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-01-30_17h55.44.594,misty_module,,2025.2.4,74.53177758475508,2026-01-30 17h55.45.140132 +0000,
med1,5,0,0,0,None,None,5,3.7549364579999747,None,,,,,,,,,,,0,1,1,2,0,0,0,0,,,,,,,,,34.10292633300014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.097459750000326,34.10292633300014,34.59834516700039,34.60027283299996,34.615312166999956,34.615312166999956,34.615312166999956,38.371595250000155,Incorrect!,None,None,5,3.7549364579999747,None,38.37182437499996,38.38374550000026,39.37419766700032,,,pilot,001,2026-01-30_17h55.44.594,misty_module,,2025.2.4,74.53177758475508,2026-01-30 17h55.45.140132 +0000,
med1,5,1,0,1,None,None,7,2.4934180830000514,None,,,,,,,,,,,0,1,1,2,1,0,1,0,,,,,,,,,39.384765167000296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.37449866700035,39.384765167000296,39.88134512500028,39.883486707999964,39.90086100000008,39.90086100000008,39.90086100000008,42.399781000000075,Incorrect!,None,None,7,2.4934180830000514,None,42.400013500000114,42.41183112500039,43.401339917000314,,,pilot,001,2026-01-30_17h55.44.594,misty_module,,2025.2.4,74.53177758475508,2026-01-30 17h55.45.140132 +0000,
med1,5,2,0,2,None,None,6,1.779487084000266,None,,,,,,,,,,,0,1,1,2,2,0,2,0,,,,,,,,,43.41304187500009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.401526583000305,43.41304187500009,43.90959091700006,43.91824062500018,43.935772208000344,43.935772208000344,43.935772208000344,45.721092417000364,Incorrect!,None,None,6,1.779487084000266,None,45.72134525000001,45.73307058299997,46.722304625000106,,,pilot,001,2026-01-30_17h55.44.594,misty_module,,2025.2.4,74.53177758475508,2026-01-30 17h55.45.140132 +0000,
med1,5,3,0,3,None,None,9,3.943920832999993,None,,,,,,,,,,,0,1,1,2,3,0,3,0,,,,,,,,,46.73449270800029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.7224953330001,46.73449270800029,47.23046833300032,47.23250391700003,47.24730333300022,47.24730333300022,47.24730333300022,51.203057208000246,Correct!,None,None,9,3.943920832999993,None,51.203296417000274,51.21505245800017,52.20453512500035,,,pilot,001,2026-01-30_17h55.44.594,misty_module,,2025.2.4,74.53177758475508,2026-01-30 17h55.45.140132 +0000,
med1,5,4,0,4,None,None,None,,,,,,,,,,,,,0,1,1,2,4,0,4,0,,,,,,,,,52.21628454200027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.20471337500021,52.21628454200027,52.712285583000266,52.714421375000256,52.7301741250003,52.7301741250003,52.7301741250003,57.724942374999955,Incorrect!,None,None,None,,,57.72516116700035,57.737450708000324,58.72832754199999,,,pilot,001,2026-01-30_17h55.44.594,misty_module,,2025.2.4,74.53177758475508,2026-01-30 17h55.45.140132 +0000,
med1,5,1,1,0,,,,,,,,,,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-01-30_17h55.44.594,misty_module,,2025.2.4,74.53177758475508,2026-01-30 17h55.45.140132 +0000,
easy1,5,0,0,0,None,None,None,,,,,,,,,,,,,0,2,2,0,0,0,0,0,,,,,,,,,58.73765087500033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.73476208300008,58.73765087500033,59.23497816700001,59.23687537500018,59.252038542000264,59.252038542000264,59.252038542000264,64.24744929200006,Incorrect!,None,None,None,,,64.24767333299997,64.25977200000034,65.25066379200007,,,pilot,001,2026-01-30_17h55.44.594,misty_module,,2025.2.4,74.53177758475508,2026-01-30 17h55.45.140132 +0000,
easy1,5,2,2,0,,,,,,,,,,,,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-01-30_17h55.44.594,misty_module,,2025.2.4,74.53177758475508,2026-01-30 17h55.45.140132 +0000,
med2,5,0,0,0,None,None,None,,,,,,,,,,,,,0,3,3,3,0,0,0,0,,,,,,,,,65.25974737500019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.25661466700012,65.25974737500019,65.75783720800018,65.77579770800003,65.79101587500008,65.79101587500008,65.79101587500008,70.76966241700029,Incorrect!,None,None,None,,,70.76988958300035,70.78217875000018,71.76788875000011,71.77298074999999,,pilot,001,2026-01-30_17h55.44.594,misty_module,,2025.2.4,74.53177758475508,2026-01-30 17h55.45.140132 +0000,
med2,5,3,3,0,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-01-30_17h55.44.594,misty_module,,2025.2.4,74.53177758475508,2026-01-30 17h55.45.140132 +0000,
hard,5,0,0,0,None,None,None,,,,,,,,,,,,,0,4,4,4,0,0,0,0,,,,,,,,,71.77298074999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.77174433300024,71.77298074999999,72.25737470800004,72.25857616700023,72.2654485830003,72.2654485830003,72.2654485830003,77.26600179200022,Incorrect!,None,None,None,,,77.26624362500024,77.27778037500002,78.26648979200036,,72.2654485830003,pilot,001,2026-01-30_17h55.44.594,misty_module,,2025.2.4,74.53177758475508,2026-01-30 17h55.45.140132 +0000,
hard,5,4,4,0,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-01-30_17h55.44.594,misty_module,,2025.2.4,74.53177758475508,2026-01-30 17h55.45.140132 +0000,
,,0,0,0,,,,,,hard,5,,,,,,,,,,,,,,,,,0,0,0,4,0,0,0,0,78.27900958300006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.27209604200016,78.27900958300006,78.77340479200029,,,,,,,,,,,,,,,,,,,,,,,,,
