thisN,thisTrialN,thisRepN,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,thisRow.t,notes,wait_screen.started,text.started,key_resp_2.started,wait_screen.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instructions.started,intstructs.started,space_to_cont.started,instructions.stopped,space_to_cont.keys,space_to_cont.rt,space_to_cont.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,fixation.started,fix.started,fix.stopped,fixation.stopped,practice_trials.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.012337923049926758,0.024244070053100586,0.024244070053100586,0.4777050018310547,l,0.45238447189331055,None,,,,,,,,,,,,,,,,,,,pilot,001,2026-01-29_17h40.10.297,misty_module,,2025.2.3,60.000057220513554,2026-01-29 17h40.11.217504 +0000,
,,,,,,,,,,,,,,,,0.47774648666381836,0.4920687675476074,0.4920687675476074,0.878185510635376,space,0.37947583198547363,None,[],[],[],[],[],[],,,,,,pilot,001,2026-01-29_17h40.10.297,misty_module,,2025.2.3,60.000057220513554,2026-01-29 17h40.11.217504 +0000,
0,0,0,0,0,0,0,0.8920626640319824,,,,,,,,,,,,,,,,,,,,,,0.8786146640777588,0.8920626640319824,,1.3775336742401123,1.3859741687774658,,,,,,,,,
