thisN,thisTrialN,thisRepN,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,wait_screen.started,text.started,key_resp_2.started,wait_screen.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instructions.started,intstructs.started,space_to_cont.started,instructions.stopped,space_to_cont.keys,space_to_cont.rt,space_to_cont.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,fixation.started,fix.started,fixation.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.0077512264251708984,0.02112555503845215,0.02112555503845215,3.9734246730804443,l,3.9400570392608643,None,,,,,,,,,,,,,,,,,pilot,001,2026-01-29_17h31.34.923,misty_module,,2025.2.3,60.00323313014207,2026-01-29 17h31.36.041125 +0000,
,,,,,,,,,,,,,,,,3.973475933074951,3.987725019454956,3.987725019454956,6.0738372802734375,space,2.0844311714172363,None,[],[],[],[],[],[],,,,pilot,001,2026-01-29_17h31.34.923,misty_module,,2025.2.3,60.00323313014207,2026-01-29 17h31.36.041125 +0000,
0,0,0,0,0,0,0,6.236574172973633,,,,,,,,,,,,,,,,,,,,,,6.225124359130859,6.236574172973633,6.5887486934661865,,,,,,,,,
