train_diff,train_time,thisN,thisTrialN,thisRepN,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,prac_trial2.thisRepN,prac_trial2.thisTrialN,prac_trial2.thisN,prac_trial2.thisIndex,training_trials.thisRepN,training_trials.thisTrialN,training_trials.thisN,training_trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,wait_screen.started,text.started,key_resp_2.started,wait_screen.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instructions.started,intstructs.started,space_to_cont.started,instructions.stopped,space_to_cont.keys,space_to_cont.rt,space_to_cont.duration,new_ui.started,text_2.started,text_2.stopped,new_ui.stopped,training_instructions.started,text_3.started,text_3.stopped,training_instructions.stopped,fixation.started,fix.started,fixation.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,0.006150791999971261,0.009046832999956678,0.009046832999956678,0.5563796249989537,l,0.43537920900052995,None,,,,,,,,,,,,,,,,,,,pilot,001,2026-01-31_19h41.02.085,misty_module,,2025.2.4,74.69212819739126,2026-01-31 19h41.02.629276 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5564054999995278,0.5624075419982546,0.5624075419982546,0.8794045829999959,space,0.3040215000000899,None,,,,,,,,,,,,pilot,001,2026-01-31_19h41.02.085,misty_module,,2025.2.4,74.69212819739126,2026-01-31 19h41.02.629276 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8868330419991253,0.8916086249992077,2.890619957999661,2.879124041999603,,,,,,,,pilot,001,2026-01-31_19h41.02.085,misty_module,,2025.2.4,74.69212819739126,2026-01-31 19h41.02.629276 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8861262499995064,2.890619957999661,4.889375791999555,4.8768287079983565,,,,pilot,001,2026-01-31_19h41.02.085,misty_module,,2025.2.4,74.69212819739126,2026-01-31 19h41.02.629276 +0000,
easy1,5,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,4.889375791999555,,,,,,,,,,,,,,,,,,,,,,,,4.884153082999546,4.889375791999555,5.383963624999524,,,,,,,,,
