prac_diff,thisN,thisTrialN,thisRepN,slider_3.response,slider_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,thisRow.t,notes,wait_screen.started,text.started,key_resp_2.started,wait_screen.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instructions.started,intstructs.started,space_to_cont.started,instructions.stopped,space_to_cont.keys,space_to_cont.rt,space_to_cont.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,fixation.started,fix.started,fixation.stopped,practice_trials.started,textbox_4.started,slider_3.started,key_resp_4.started,practice_trials.stopped,prac_trials.slider_3.response,prac_trials.slider_3.rt,prac_trials.key_resp_4.keys,prac_trials.key_resp_4.rt,prac_trials.key_resp_4.duration,feedback.started,textbox_2.started,feedback.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,0.005980249999993248,0.009345082999971055,0.009345082999971055,1.4532368330000054,l,1.332169709000027,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-01-31_17h17.57.347,misty_module,,2025.2.4,74.8021718182244,2026-01-31 17h17.57.898383 +0000,
,,,,,,,,,,,,,,,,,,,,,,1.4532634999999345,1.4594854999999143,1.4594854999999143,1.9126278749999983,space,0.4450701250000293,None,[],[],[],[],[],[],,,,,,,,,,,,,,,,,pilot,001,2026-01-31_17h17.57.347,misty_module,,2025.2.4,74.8021718182244,2026-01-31 17h17.57.898383 +0000,
easy1,0,0,0,None,None,7,1.9104194579999785,None,0,0,0,1,1.9242869999999357,,,,,,,,,,,,,,,,,,,,,,1.9200034579999965,1.9242869999999357,2.4167158329998983,2.428733665999971,2.449116457999935,2.449116457999935,2.449116457999935,4.36151879099998,None,None,7,1.9104194579999785,None,4.3616676249999955,4.373353500000007,5.362950207999916,pilot,001,2026-01-31_17h17.57.347,misty_module,,2025.2.4,74.8021718182244,2026-01-31 17h17.57.898383 +0000,
easy1,1,1,0,,,,,,0,1,1,2,5.375175624999997,,,,,,,,,,,,,,,,,,,,,,5.363130957999942,5.375175624999997,5.871983499999942,5.8805739999999105,5.893708707999963,5.893708707999963,5.893708707999963,,,,,,,,,,,,,,,,,,
