prac_diff,thisN,thisTrialN,thisRepN,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,thisRow.t,notes,wait_screen.started,text.started,key_resp_2.started,wait_screen.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instructions.started,intstructs.started,space_to_cont.started,instructions.stopped,space_to_cont.keys,space_to_cont.rt,space_to_cont.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,fixation.started,fix.started,fixation.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,0.00897800000029747,0.011977042000125948,0.011977042000125948,3.6253531250004016,l,3.509531000000152,None,,,,,,,,,,,,,,,,,pilot,001,2026-01-31_17h58.10.127,misty_module,,2025.2.4,74.98683043786194,2026-01-31 17h58.10.688724 +0000,
,,,,,,,,,,,,,,,,,3.6253793330001827,3.631657333000021,3.631657333000021,4.935138416999962,space,1.2949081249998926,None,[],[],[],[],[],[],,,,pilot,001,2026-01-31_17h58.10.127,misty_module,,2025.2.4,74.98683043786194,2026-01-31 17h58.10.688724 +0000,
easy1,0,0,0,0,0,0,2,4.950993958000254,,,,,,,,,,,,,,,,,,,,,,4.946349374999954,4.950993958000254,5.437357667000015,,,,,,,,,
