prac_diff,thisN,thisTrialN,thisRepN,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,thisRow.t,notes,wait_screen.started,text.started,key_resp_2.started,wait_screen.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instructions.started,intstructs.started,space_to_cont.started,instructions.stopped,space_to_cont.keys,space_to_cont.rt,space_to_cont.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,fixation.started,fix.started,fixation.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,0.006154666999918845,0.009152458000244224,0.009152458000244224,0.481603042000188,l,0.35979524999993373,None,,,,,,,,,,,,,,,,,pilot,001,2026-01-31_17h56.35.712,misty_module,,2025.2.4,75.08919150488559,2026-01-31 17h56.36.266072 +0000,
,,,,,,,,,,,,,,,,,0.48163020799984224,0.48822741699996186,0.48822741699996186,0.8518607080000038,space,0.35269937499970183,None,[],[],[],[],[],[],,,,pilot,001,2026-01-31_17h56.35.712,misty_module,,2025.2.4,75.08919150488559,2026-01-31 17h56.36.266072 +0000,
easy1,0,0,0,0,0,0,1,0.863622082999882,,,,,,,,,,,,,,,,,,,,,,0.8592960830001175,0.863622082999882,1.3557120830000713,,,,,,,,,
