exp_diff,exp_time,diffbyt,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,experimental_trials.thisRepN,experimental_trials.thisTrialN,experimental_trials.thisN,experimental_trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,thisRow.t,notes,fixation.started,fix.started,fixation.stopped,sum_routine1.started,prog.started,redbar.started,yellowbar.started,greenbar.started,targarrow.started,userArrow.started,yourperfexp.started,tarlabexp.started,textbox.started,slider.started,key_resp.started,norm_arrow.started,sum_routine1.stopped,streak.count,time,time.coef,total.cor,trial.count,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
hard,120,7.0,0,0,0,,,,,0,0,0,4,0,0,0,0,0.020268209002097137,,0.015272333999746479,0.020268209002097137,0.5036228750104783,0.5219482500106096,0.546867042008671,0.546867042008671,0.546867042008671,0.546867042008671,0.546867042008671,0.546867042008671,0.546867042008671,0.546867042008671,0.546867042008671,0.546867042008671,0.546867042008671,0.546867042008671,10.506172625013278,0,0.9,0.9,0,0,,,,,,,,,
