thisN,thisTrialN,thisRepN,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,thisRow.t,notes,wait_screen.started,text.started,key_resp_2.started,wait_screen.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instructions.started,intstructs.started,space_to_cont.started,instructions.stopped,space_to_cont.keys,space_to_cont.rt,space_to_cont.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,fixation.started,fix.started,fix.stopped,fixation.stopped,practice_trials.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.012139558792114258,0.024402379989624023,0.024402379989624023,1.693648338317871,l,1.6658048629760742,None,,,,,,,,,,,,,,,,,,,pilot,001,2026-01-29_17h32.35.862,misty_module,,2025.2.3,59.99765405290969,2026-01-29 17h32.36.791401 +0000,
,,,,,,,,,,,,,,,,1.6937048435211182,1.7077128887176514,1.7077128887176514,2.0771853923797607,space,0.3535420894622803,None,[],[],[],[],[],[],,,,,,pilot,001,2026-01-29_17h32.35.862,misty_module,,2025.2.3,59.99765405290969,2026-01-29 17h32.36.791401 +0000,
0,0,0,0,0,0,0,2.0909719467163086,,,,,,,,,,,,,,,,,,,,,,2.0776288509368896,2.0909719467163086,,2.5768849849700928,2.5844836235046387,,,,,,,,,
