prac_diff,thisN,thisTrialN,thisRepN,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,thisRow.t,notes,wait_screen.started,text.started,key_resp_2.started,wait_screen.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instructions.started,intstructs.started,space_to_cont.started,instructions.stopped,space_to_cont.keys,space_to_cont.rt,space_to_cont.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,fixation.started,fix.started,fixation.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,0.008457083999928727,0.014552708999872266,0.014552708999872266,1.2039811670001654,l,1.0707073330004278,None,,,,,,,,,,,,,,,,,pilot,001,2026-01-31_18h22.43.852,misty_module,,2025.2.4,74.50435937671364,2026-01-31 18h22.44.397524 +0000,
,,,,,,,,,,,,,,,,,1.2040122500002326,1.2102295419999791,1.2102295419999791,2.114546834000066,space,0.892032959000062,None,[],[],[],[],[],[],,,,pilot,001,2026-01-31_18h22.43.852,misty_module,,2025.2.4,74.50435937671364,2026-01-31 18h22.44.397524 +0000,
easy1,0,0,0,0,0,0,0,2.1272964170002524,,,,,,,,,,,,,,,,,,,,,,2.1230016250001427,2.1272964170002524,2.619049249999989,,,,,,,,,
