train_diff,train_time,thisN,thisTrialN,thisRepN,slider_training.response,slider_training.rt,key_resp_train.keys,key_resp_train.rt,key_resp_train.duration,exp_diff,exp_time,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,prac_trial2.thisRepN,prac_trial2.thisTrialN,prac_trial2.thisN,prac_trial2.thisIndex,training_trials.thisRepN,training_trials.thisTrialN,training_trials.thisN,training_trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,experimental_trials.thisRepN,experimental_trials.thisTrialN,experimental_trials.thisN,experimental_trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,thisRow.t,notes,wait_screen.started,text.started,key_resp_2.started,wait_screen.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instructions.started,intstructs.started,space_to_cont.started,instructions.stopped,space_to_cont.keys,space_to_cont.rt,space_to_cont.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,new_ui.started,text_2.started,text_2.stopped,new_ui.stopped,training_instructions.started,text_3.started,text_3.stopped,training_instructions.stopped,fixation.started,fix.started,fixation.stopped,training_routine_1.started,textbox_3.started,slider_training.started,key_resp_train.started,training_routine_1.stopped,trial.outcome,trials_2.slider_training.response,trials_2.slider_training.rt,trials_2.key_resp_train.keys,trials_2.key_resp_train.rt,trials_2.key_resp_train.duration,feedback.started,textbox_2.started,feedback.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
easy2,5,3,0,3,None,None,0,1.9434812079998665,None,,,,,,,,,,,0,1,1,1,3,0,3,0,,,,,,,,,30.83899641700009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.82722858300076,30.83899641700009,31.3347680830002,31.342252917000224,31.355836375000763,31.355836375000763,31.355836375000763,33.30685087500024,Correct!,None,None,0,1.9434812079998665,None,33.30709900000056,33.31882100000075,34.30828604200087,pilot,001,2026-01-30_17h58.26.471,misty_module,,2025.2.4,74.86545293068639,2026-01-30 17h58.27.010598 +0000,
easy2,5,4,0,4,None,None,5,2.1893917919996966,None,,,,,,,,,,,0,1,1,1,4,0,4,0,,,,,,,,,34.32082558300044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.30848520800009,34.32082558300044,34.81683975000033,34.81906358300057,34.83979075000025,34.83979075000025,34.83979075000025,37.04148483300014,Correct!,None,None,5,2.1893917919996966,None,37.0417202080007,37.05350116700083,38.042993333000595,pilot,001,2026-01-30_17h58.26.471,misty_module,,2025.2.4,74.86545293068639,2026-01-30 17h58.27.010598 +0000,
easy2,5,5,0,5,None,None,7,3.6869283329997415,None,,,,,,,,,,,0,1,1,1,5,0,5,0,,,,,,,,,38.055078750000575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.04317854200053,38.055078750000575,38.55083775000003,38.552753875000235,38.56823520800026,38.56823520800026,38.56823520800026,42.25649425000029,Correct!,None,None,7,3.6869283329997415,None,42.25671308300025,42.268752375000076,43.257977542000845,pilot,001,2026-01-30_17h58.26.471,misty_module,,2025.2.4,74.86545293068639,2026-01-30 17h58.27.010598 +0000,
easy2,5,6,0,6,None,None,6,3.029598457999782,None,,,,,,,,,,,0,1,1,1,6,0,6,0,,,,,,,,,43.26963783300016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.2581547080008,43.26963783300016,43.76628416700078,43.76834045800024,43.78456220800035,43.78456220800035,43.78456220800035,46.818368792,Correct!,None,None,6,3.029598457999782,None,46.81861262500024,46.83043050000015,47.82079291700029,pilot,001,2026-01-30_17h58.26.471,misty_module,,2025.2.4,74.86545293068639,2026-01-30 17h58.27.010598 +0000,
easy2,5,7,0,7,None,None,None,,,,,,,,,,,,,0,1,1,1,7,0,7,0,,,,,,,,,47.831594833000054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.82105479200072,47.831594833000054,48.32760508300089,48.32938291700066,48.344501458000195,48.344501458000195,48.344501458000195,53.34040270800051,Incorrect!,None,None,None,,,53.340629833000094,53.35276537500067,54.342310083000484,pilot,001,2026-01-30_17h58.26.471,misty_module,,2025.2.4,74.86545293068639,2026-01-30 17h58.27.010598 +0000,
easy2,5,1,1,0,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-01-30_17h58.26.471,misty_module,,2025.2.4,74.86545293068639,2026-01-30 17h58.27.010598 +0000,
med2,5,0,0,0,None,None,None,,,,,,,,,,,,,0,2,2,3,0,0,0,0,,,,,,,,,54.353458250000585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.34893762500087,54.353458250000585,54.850447292000354,54.86159266700088,54.876741083000525,54.876741083000525,54.876741083000525,59.862773917000595,Incorrect!,None,None,None,,,59.86299908300043,59.87511195800016,60.864341750000676,pilot,001,2026-01-30_17h58.26.471,misty_module,,2025.2.4,74.86545293068639,2026-01-30 17h58.27.010598 +0000,
med2,5,2,2,0,,,,,,,,,,,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-01-30_17h58.26.471,misty_module,,2025.2.4,74.86545293068639,2026-01-30 17h58.27.010598 +0000,
hard,5,0,0,0,None,None,None,,,,,,,,,,,,,0,3,3,4,0,0,0,0,,,,,,,,,60.87604900000042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.87020487500013,60.87604900000042,61.37292170800083,61.38782983300007,61.399614375000056,61.399614375000056,61.399614375000056,66.38516387500022,Incorrect!,None,None,None,,,66.38539020799999,66.39752370800034,67.38702833300067,pilot,001,2026-01-30_17h58.26.471,misty_module,,2025.2.4,74.86545293068639,2026-01-30 17h58.27.010598 +0000,
hard,5,3,3,0,,,,,,,,,,,,,,,,0,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-01-30_17h58.26.471,misty_module,,2025.2.4,74.86545293068639,2026-01-30 17h58.27.010598 +0000,
med1,5,0,0,0,None,None,None,,,,,,,,,,,,,0,4,4,2,0,0,0,0,,,,,,,,,67.39869883300071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.39312829200026,67.39869883300071,67.89480408300005,67.89651120800045,67.91167116700035,67.91167116700035,67.91167116700035,72.90755283300041,Incorrect!,None,None,None,,,72.90777604200048,72.91987854200033,73.90937575000044,pilot,001,2026-01-30_17h58.26.471,misty_module,,2025.2.4,74.86545293068639,2026-01-30 17h58.27.010598 +0000,
med1,5,4,4,0,,,,,,,,,,,,,,,,0,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-01-30_17h58.26.471,misty_module,,2025.2.4,74.86545293068639,2026-01-30 17h58.27.010598 +0000,
,,0,0,0,,,,,,easy1,5,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,73.92002904200035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.9164150000006,73.92002904200035,74.41737029200067,,,,,,,,,,,,,,,,,,,,,,,
