thisN,thisTrialN,thisRepN,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,thisRow.t,notes,wait_screen.started,text.started,key_resp_2.started,wait_screen.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instructions.started,intstructs.started,space_to_cont.started,instructions.stopped,space_to_cont.keys,space_to_cont.rt,space_to_cont.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,fixation.started,fix.started,fix.stopped,fixation.stopped,practice_trials.started,textbox_4.started,slider_3.started,key_resp_4.started,prog_3.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.012972354888916016,0.024064064025878906,0.024064064025878906,0.9434776306152344,l,0.9103381633758545,None,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-01-29_17h42.31.197,misty_module,,2025.2.3,60.00014305148853,2026-01-29 17h42.32.134369 +0000,
,,,,,,,,,,,,,,,,0.9435203075408936,0.957378625869751,0.957378625869751,1.2767491340637207,space,0.30594944953918457,None,[],[],[],[],[],[],,,,,,,,,,pilot,001,2026-01-29_17h42.31.197,misty_module,,2025.2.3,60.00014305148853,2026-01-29 17h42.32.134369 +0000,
0,0,0,0,0,0,0,1.2905776500701904,,,,,,,,,,,,,,,,,,,,,,1.277189016342163,1.2905776500701904,1.8228981494903564,1.7766203880310059,1.7866368293762207,1.8228981494903564,1.8228981494903564,1.8228981494903564,1.8228981494903564,,,,,,,,,
