thisN,thisTrialN,thisRepN,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,thisRow.t,notes,wait_screen.started,text.started,key_resp_2.started,wait_screen.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instructions.started,intstructs.started,space_to_cont.started,instructions.stopped,space_to_cont.keys,space_to_cont.rt,space_to_cont.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,fixation.started,fix.started,fix.stopped,fixation.stopped,practice_trials.started,prog_3.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.021589040756225586,0.035448312759399414,0.035448312759399414,0.42157483100891113,l,0.36981892585754395,None,,,,,,,,,,,,,,,,,,,,pilot,001,2026-01-29_17h33.40.309,misty_module,,2025.2.3,60.003404810510844,2026-01-29 17h33.41.272164 +0000,
,,,,,,,,,,,,,,,,0.42162585258483887,0.4354712963104248,0.4354712963104248,0.871596097946167,space,0.4276916980743408,None,[],[],[],[],[],[],,,,,,,pilot,001,2026-01-29_17h33.40.309,misty_module,,2025.2.3,60.003404810510844,2026-01-29 17h33.41.272164 +0000,
0,0,0,0,0,0,0,0.885338544845581,,,,,,,,,,,,,,,,,,,,,,0.8720498085021973,0.885338544845581,,1.371464729309082,1.3789024353027344,,,,,,,,,,
