train_diff,thisN,thisTrialN,thisRepN,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,prac_trial2.thisRepN,prac_trial2.thisTrialN,prac_trial2.thisN,prac_trial2.thisIndex,training_trials.thisRepN,training_trials.thisTrialN,training_trials.thisN,training_trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,wait_screen.started,text.started,key_resp_2.started,wait_screen.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instructions.started,intstructs.started,space_to_cont.started,instructions.stopped,space_to_cont.keys,space_to_cont.rt,space_to_cont.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,new_ui.started,text_2.started,text_2.stopped,new_ui.stopped,training_instructions.started,text_3.started,text_3.stopped,training_instructions.stopped,fixation.started,fix.started,fixation.stopped,training_routine_1.started,textbox_3.started,slider_training.started,key_resp_train.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,0.011801958084106445,0.0262453556060791,0.0262453556060791,2.8119301795959473,l,2.784461736679077,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-01-29_18h35.27.666,misty_module,,2025.2.3,60.001087208420714,2026-01-29 18h35.28.770598 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.811983823776245,2.826183557510376,2.826183557510376,3.3456814289093018,space,0.5174210071563721,None,[],[],[],[],[],[],,,,,,,,,,,,,,,,pilot,001,2026-01-29_18h35.27.666,misty_module,,2025.2.3,60.001087208420714,2026-01-29 18h35.28.770598 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3463664054870605,3.359391212463379,5.359416961669922,5.345330476760864,,,,,,,,,,,,pilot,001,2026-01-29_18h35.27.666,misty_module,,2025.2.3,60.001087208420714,2026-01-29 18h35.28.770598 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.345561742782593,5.359416961669922,7.37504768371582,7.345092535018921,,,,,,,,pilot,001,2026-01-29_18h35.27.666,misty_module,,2025.2.3,60.001087208420714,2026-01-29 18h35.28.770598 +0000,
med2,0,0,0,,,,,,,,,0,0,0,3,0,0,0,0,7.37504768371582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.364685297012329,7.37504768371582,7.861704349517822,7.892122268676758,7.941701889038086,7.941701889038086,7.941701889038086,,,,,,,,,
