prac_diff,thisN,thisTrialN,thisRepN,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,thisRow.t,notes,wait_screen.started,text.started,key_resp_2.started,wait_screen.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instructions.started,intstructs.started,space_to_cont.started,instructions.stopped,space_to_cont.keys,space_to_cont.rt,space_to_cont.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,fixation.started,fix.started,fixation.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,0.006011417000081565,0.009015333000206738,0.009015333000206738,1.140042832999825,l,1.0234286670001893,None,,,,,,,,,,,,,,,,,pilot,001,2026-01-31_17h51.40.003,misty_module,,2025.2.4,74.51930428538145,2026-01-31 17h51.40.541398 +0000,
,,,,,,,,,,,,,,,,,1.1400666670001556,1.1463443329998881,1.1463443329998881,1.6065695000002052,space,0.44313312499980384,None,[],[],[],[],[],[],,,,pilot,001,2026-01-31_17h51.40.003,misty_module,,2025.2.4,74.51930428538145,2026-01-31 17h51.40.541398 +0000,
easy1,0,0,0,0,0,0,2,1.6196730420001586,,,,,,,,,,,,,,,,,,,,,,1.615215249999892,1.6196730420001586,2.108348291999846,,,,,,,,,
