7.1800 	EXP 	Created slider = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-7, fillColor=None, flip=False, font='Noto Sans', granularity=1, labelColor=None, labelHeight=np.float64(0.05), labelWrapWidth=None, labels=(0, 1, 2, 3, 4, 5, 6, 7, 8, 9), lineColor=None, markerColor=None, name='slider', opacity=None, ori=0.0, pos=array([ 0. , -0.4]), readOnly=False, self=UNKNOWN, size=array([1. , 0.1]), startValue=None, style='choice', styleTweaks=[], ticks=array([0, 1, 2, 3, 4, 5, 6, 7, 8, 9]), units='norm', win=Window(...))
7.1828 	WARNING 	Font b'Arial' was requested. No similar font found.
7.1884 	WARNING 	Font b'Arial' was requested. No similar font found.
0.0105 	EXP 	prog: direction = 'horizontal'
0.0105 	EXP 	prog: progress = 0.0
0.0105 	EXP 	textbox: autoLog = True
0.0105 	EXP 	slider: autoLog = True
0.0105 	EXP 	slider: styleTweaks = []
0.0105 	EXP 	slider: styleTweaks = []
0.0105 	EXP 	slider: styleTweaks = []
0.0105 	EXP 	slider: styleTweaks = []
0.0105 	EXP 	slider: contrast = 1.0
0.0105 	EXP 	slider: markerPos = None
0.0105 	EXP 	slider: autoLog = True
0.0105 	EXP 	textbox_2: autoLog = True
0.0608 	INFO 	Keyboard events cleared
0.0605 	EXP 	intstructs: autoDraw = True
1.1474 	EXP 	Device response: <KeyPress from None: t=1.145090103149414, value=space, duration=None>
1.1480 	DATA 	Keypress: space
1.1672 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
1.1771 	EXP 	intstructs: autoDraw = False
1.1771 	EXP 	fix: autoDraw = True
1.2481 	EXP 	Device response: <KeyPress from None: t=1.145090103149414, value=space, duration=0.09148192405700684>
1.6672 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
1.6688 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
1.6702 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
1.6712 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
1.6724 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
1.6728 	DEBUG 	Uploading Texture Font fontname to graphics card
1.6736 	DEBUG 	Upload of Texture Font fontname complete
1.7273 	INFO 	Keyboard events cleared
1.7271 	EXP 	fix: autoDraw = False
1.7271 	EXP 	slider: markerPos = None
1.7271 	EXP 	slider: markerPos = None
1.7271 	EXP 	prog: autoDraw = True
1.7271 	EXP 	greenbar: autoDraw = True
1.7271 	EXP 	yellowbar: autoDraw = True
1.7271 	EXP 	redbar: autoDraw = True
1.7271 	EXP 	arrow: autoDraw = True
1.7271 	EXP 	textbox: autoDraw = True
1.7271 	EXP 	slider: autoDraw = True
6.5842 	DATA 	Mouse: Left button down, pos=(507,179)
6.6269 	EXP 	slider: markerPos = np.float64(6.907500000000001)
6.6602 	EXP 	slider: markerPos = np.float64(6.907500000000001)
6.6936 	EXP 	slider: markerPos = np.float64(6.907500000000001)
6.7269 	EXP 	slider: markerPos = np.float64(6.907500000000001)
6.7602 	EXP 	slider: markerPos = np.float64(6.907500000000001)
6.7659 	DATA 	Mouse:  Left button up, pos=(507,179)
6.7936 	EXP 	slider: markerPos = 7
6.7993 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.8006 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.8018 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.8030 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.8039 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.8042 	DEBUG 	Uploading Texture Font fontname to graphics card
6.8050 	DEBUG 	Upload of Texture Font fontname complete
6.8269 	EXP 	prog: autoDraw = False
6.8269 	EXP 	greenbar: autoDraw = False
6.8269 	EXP 	yellowbar: autoDraw = False
6.8269 	EXP 	redbar: autoDraw = False
6.8269 	EXP 	arrow: autoDraw = False
6.8269 	EXP 	textbox: autoDraw = False
6.8269 	EXP 	slider: autoDraw = False
6.8269 	EXP 	textbox_2: autoDraw = True
7.7973 	EXP 	New trial (rep=1, index=0): <Trial 1 (0 in rep 1) data={'thisN': 1, 'thisTrialN': 0, 'thisRepN': 1}>
7.8114 	EXP 	textbox_2: autoDraw = False
7.8114 	EXP 	fix: autoDraw = True
8.2993 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.2997 	DEBUG 	Uploading Texture Font fontname to graphics card
8.3003 	DEBUG 	Upload of Texture Font fontname complete
8.3270 	INFO 	Keyboard events cleared
8.3268 	EXP 	fix: autoDraw = False
8.3268 	EXP 	slider: markerPos = None
8.3268 	EXP 	slider: markerPos = None
8.3268 	EXP 	prog: autoDraw = True
8.3268 	EXP 	greenbar: autoDraw = True
8.3268 	EXP 	yellowbar: autoDraw = True
8.3268 	EXP 	redbar: autoDraw = True
8.3268 	EXP 	arrow: autoDraw = True
8.3268 	EXP 	textbox: autoDraw = True
8.3268 	EXP 	slider: autoDraw = True
11.8324 	DATA 	Mouse: Left button down, pos=(425,181)
11.8600 	EXP 	slider: markerPos = np.float64(5.0625)
11.8933 	EXP 	slider: markerPos = np.float64(5.0625)
11.9266 	EXP 	slider: markerPos = np.float64(5.0625)
11.9600 	EXP 	slider: markerPos = np.float64(5.0625)
11.9933 	EXP 	slider: markerPos = np.float64(5.0625)
12.0266 	EXP 	slider: markerPos = np.float64(5.0625)
12.0600 	EXP 	slider: markerPos = np.float64(5.0625)
12.0933 	EXP 	slider: markerPos = np.float64(5.0625)
12.1183 	DATA 	Mouse:  Left button up, pos=(425,181)
12.1266 	EXP 	slider: markerPos = np.float64(5.0625)
12.1600 	EXP 	slider: markerPos = 5
12.1778 	EXP 	prog: autoDraw = False
12.1778 	EXP 	greenbar: autoDraw = False
12.1778 	EXP 	yellowbar: autoDraw = False
12.1778 	EXP 	redbar: autoDraw = False
12.1778 	EXP 	arrow: autoDraw = False
12.1778 	EXP 	textbox: autoDraw = False
12.1778 	EXP 	slider: autoDraw = False
12.1778 	EXP 	textbox_2: autoDraw = True
13.1636 	EXP 	New trial (rep=2, index=0): <Trial 2 (0 in rep 2) data={'thisN': 2, 'thisTrialN': 0, 'thisRepN': 2}>
13.1778 	EXP 	textbox_2: autoDraw = False
13.1778 	EXP 	fix: autoDraw = True
13.6660 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.6664 	DEBUG 	Uploading Texture Font fontname to graphics card
13.6670 	DEBUG 	Upload of Texture Font fontname complete
13.7101 	INFO 	Keyboard events cleared
13.7099 	EXP 	fix: autoDraw = False
13.7099 	EXP 	slider: markerPos = None
13.7099 	EXP 	slider: markerPos = None
13.7099 	EXP 	prog: autoDraw = True
13.7099 	EXP 	greenbar: autoDraw = True
13.7099 	EXP 	yellowbar: autoDraw = True
13.7099 	EXP 	redbar: autoDraw = True
13.7099 	EXP 	arrow: autoDraw = True
13.7099 	EXP 	textbox: autoDraw = True
13.7099 	EXP 	slider: autoDraw = True
17.5488 	DATA 	Mouse: Left button down, pos=(373,180)
17.5764 	EXP 	slider: markerPos = np.float64(3.8925)
17.6097 	EXP 	slider: markerPos = np.float64(3.8925)
17.6431 	EXP 	slider: markerPos = np.float64(3.8925)
17.6764 	EXP 	slider: markerPos = np.float64(3.8925)
17.7097 	EXP 	slider: markerPos = np.float64(3.8925)
17.7430 	EXP 	slider: markerPos = np.float64(3.8925)
17.7690 	DATA 	Mouse:  Left button up, pos=(373,180)
17.7764 	EXP 	slider: markerPos = np.float64(3.8925)
17.8097 	EXP 	slider: markerPos = 4
17.8276 	EXP 	prog: autoDraw = False
17.8276 	EXP 	greenbar: autoDraw = False
17.8276 	EXP 	yellowbar: autoDraw = False
17.8276 	EXP 	redbar: autoDraw = False
17.8276 	EXP 	arrow: autoDraw = False
17.8276 	EXP 	textbox: autoDraw = False
17.8276 	EXP 	slider: autoDraw = False
17.8276 	EXP 	textbox_2: autoDraw = True
18.8135 	EXP 	New trial (rep=3, index=0): <Trial 3 (0 in rep 3) data={'thisN': 3, 'thisTrialN': 0, 'thisRepN': 3}>
18.8275 	EXP 	textbox_2: autoDraw = False
18.8275 	EXP 	textbox_2: autoDraw = False
18.8275 	EXP 	fix: autoDraw = True
19.3160 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
19.3164 	DEBUG 	Uploading Texture Font fontname to graphics card
19.3171 	DEBUG 	Upload of Texture Font fontname complete
19.3598 	INFO 	Keyboard events cleared
19.3596 	EXP 	fix: autoDraw = False
19.3596 	EXP 	slider: markerPos = None
19.3596 	EXP 	slider: markerPos = None
19.3596 	EXP 	prog: autoDraw = True
19.3596 	EXP 	greenbar: autoDraw = True
19.3596 	EXP 	yellowbar: autoDraw = True
19.3596 	EXP 	redbar: autoDraw = True
19.3596 	EXP 	arrow: autoDraw = True
19.3596 	EXP 	textbox: autoDraw = True
19.3596 	EXP 	slider: autoDraw = True
22.2827 	DATA 	Mouse: Left button down, pos=(198,178)
22.3261 	EXP 	slider: markerPos = np.float64(-0.04500000000000004)
22.3595 	EXP 	slider: markerPos = np.float64(-0.04500000000000004)
22.3928 	EXP 	slider: markerPos = np.float64(-0.04500000000000004)
22.4179 	DATA 	Mouse:  Left button up, pos=(198,178)
22.4261 	EXP 	slider: markerPos = np.float64(-0.04500000000000004)
22.4595 	EXP 	slider: markerPos = 0
22.4773 	EXP 	prog: autoDraw = False
22.4773 	EXP 	greenbar: autoDraw = False
22.4773 	EXP 	yellowbar: autoDraw = False
22.4773 	EXP 	redbar: autoDraw = False
22.4773 	EXP 	arrow: autoDraw = False
22.4773 	EXP 	textbox: autoDraw = False
22.4773 	EXP 	slider: autoDraw = False
22.4773 	EXP 	textbox_2: autoDraw = True
23.4631 	EXP 	New trial (rep=4, index=0): <Trial 4 (0 in rep 4) data={'thisN': 4, 'thisTrialN': 0, 'thisRepN': 4}>
23.4773 	EXP 	textbox_2: autoDraw = False
23.4773 	EXP 	fix: autoDraw = True
23.9652 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
23.9656 	DEBUG 	Uploading Texture Font fontname to graphics card
23.9663 	DEBUG 	Upload of Texture Font fontname complete
24.0095 	INFO 	Keyboard events cleared
24.0094 	EXP 	fix: autoDraw = False
24.0094 	EXP 	slider: markerPos = None
24.0094 	EXP 	slider: markerPos = None
24.0094 	EXP 	prog: autoDraw = True
24.0094 	EXP 	greenbar: autoDraw = True
24.0094 	EXP 	yellowbar: autoDraw = True
24.0094 	EXP 	redbar: autoDraw = True
24.0094 	EXP 	arrow: autoDraw = True
24.0094 	EXP 	textbox: autoDraw = True
24.0094 	EXP 	slider: autoDraw = True
24.3485 	DATA 	Keypress: escape
24.3790 	EXP 	Device response: <KeyPress from None: t=24.346858501434326, value=escape, duration=None>
24.5121 	EXP 	Device response: <KeyPress from None: t=24.346858501434326, value=escape, duration=0.15463709831237793>
24.5122 	EXP 	misty_module: status = STOPPED
24.5272 	EXP 	prog: autoDraw = False
24.5272 	EXP 	greenbar: autoDraw = False
24.5272 	EXP 	yellowbar: autoDraw = False
24.5272 	EXP 	redbar: autoDraw = False
24.5272 	EXP 	arrow: autoDraw = False
24.5272 	EXP 	textbox: autoDraw = False
24.5272 	EXP 	slider: autoDraw = False
24.5297 	EXP 	misty_module: status = STOPPED
24.5336 	INFO 	saved data to '/home/hackerman/misty_py/data/pilot_misty_module_2026-01-20_15h01.15.790.csv'
24.5342 	INFO 	saved data to /home/hackerman/misty_py/data/pilot_misty_module_2026-01-20_15h01.15.790.psydat
24.9135 	DEBUG 	Saving data for misty_module ExperimentHandler
24.9561 	WARNING 	Stopping key buffers but this could be dangerous ifother keyboards rely on the same.
