thisN,thisTrialN,thisRepN,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,thisRow.t,notes,wait_screen.started,text.started,key_resp_2.started,wait_screen.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instructions.started,intstructs.started,space_to_cont.started,instructions.stopped,space_to_cont.keys,space_to_cont.rt,space_to_cont.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,fixation.started,fix.started,fix.stopped,fixation.stopped,practice_trials.started,prog_3.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.00534820556640625,0.01979374885559082,0.01979374885559082,0.805797815322876,l,0.782496452331543,None,,,,,,,,,,,,,,,,,,,,pilot,001,2026-01-29_17h37.49.268,misty_module,,2025.2.3,60.0022889056742,2026-01-29 17h37.50.184841 +0000,
,,,,,,,,,,,,,,,,0.8058412075042725,0.8197693824768066,0.8197693824768066,1.3058156967163086,space,0.4773585796356201,None,[],[],[],[],[],[],,,,,,,pilot,001,2026-01-29_17h37.49.268,misty_module,,2025.2.3,60.0022889056742,2026-01-29 17h37.50.184841 +0000,
0,0,0,0,0,0,0,1.3196699619293213,,,,,,,,,,,,,,,,,,,,,,1.3062398433685303,1.3196699619293213,,1.8053255081176758,1.8153393268585205,,,,,,,,,,
